"NOME_PROFISSIONAL";"OCUPACAO";"ESTABELECIMENTO_CNPJ"
"MARCELO LUIZ GEHLEN";"MEDICO OFTALMOLOGISTA";"CENTRO DE ESPECIALIDADES SANTA FELICIDADE - CNPJ: 13792329000184"
"MARCELO RIBAS ALVES";"MEDICO CIRURGIAO PEDIATRICO";"CENTRO DE ESPECIALIDADES SANTA FELICIDADE - CNPJ: 13792329000184"
"MARCELO TIZZOT MIGUEL";"MEDICO EM CIRURGIA VASCULAR";"CENTRO DE ESPECIALIDADES SANTA FELICIDADE - CNPJ: 13792329000184"
"MURILO DOS SANTOS AMBROSIO";"MEDICO CIRURGIAO GERAL";"CENTRO DE ESPECIALIDADES SANTA FELICIDADE - CNPJ: 13792329000184"
"PRISCILLA RIZENTAL COUTINHO";"MEDICO ENDOCRINOLOGISTA E METABOLOGISTA";"CENTRO DE ESPECIALIDADES SANTA FELICIDADE - CNPJ: 13792329000184"
"ROBERTO ADAM GONCALVES DIAS";"MEDICO CARDIOLOGISTA";"CENTRO DE ESPECIALIDADES SANTA FELICIDADE - CNPJ: 13792329000184"
"ROBERTO MANUEL VELEDA BERMUDEZ";"MEDICO OFTALMOLOGISTA";"CENTRO DE ESPECIALIDADES SANTA FELICIDADE - CNPJ: 13792329000184"
"RONALDO MAZZA DOS SANTOS";"MEDICO PNEUMOLOGISTA";"CENTRO DE ESPECIALIDADES SANTA FELICIDADE - CNPJ: 13792329000184"
"SIMONE VIOLA AMPUERO GEHLEN";"MEDICO DERMATOLOGISTA";"CENTRO DE ESPECIALIDADES SANTA FELICIDADE - CNPJ: 13792329000184"
"THIAGO MICHAELIS";"MEDICO EM CIRURGIA VASCULAR";"CENTRO DE ESPECIALIDADES SANTA FELICIDADE - CNPJ: 13792329000184"
"VARLEI ANTONIO SERRATTO";"MEDICO REUMATOLOGISTA";"CENTRO DE ESPECIALIDADES SANTA FELICIDADE - CNPJ: 13792329000184"
"CARLOS MAGNO GUIMARAES";"MEDICO CIRURGIAO GERAL";"CENTRO DE ESPECIALIDADES VILA HAUER - CNPJ: 13792329000184"
"FLAVIO RENE PAVAN JUNIOR";"MEDICO DERMATOLOGISTA";"CENTRO DE ESPECIALIDADES VILA HAUER - CNPJ: 13792329000184"
"JOSE ANTONIO PANTAROLLI";"MEDICO CARDIOLOGISTA";"CENTRO DE ESPECIALIDADES VILA HAUER - CNPJ: 13792329000184"
"LUIZ ANTONIO PENTEADO SETTI";"MEDICO PSIQUIATRA";"CENTRO DE ESPECIALIDADES VILA HAUER - CNPJ: 13792329000184"
"LUIZ CARLOS CORAIOLLA";"MEDICO CLINICO";"CENTRO DE ESPECIALIDADES VILA HAUER - CNPJ: 13792329000184"
"LUIZ CARLOS CORAIOLLA";"MEDICO INFECTOLOGISTA";"CENTRO DE ESPECIALIDADES VILA HAUER - CNPJ: 13792329000184"
"NEIVA RABONI MAGNI";"MEDICO CLINICO";"CENTRO DE ESPECIALIDADES VILA HAUER - CNPJ: 13792329000184"
"NEIVA RABONI MAGNI";"MEDICO INFECTOLOGISTA";"CENTRO DE ESPECIALIDADES VILA HAUER - CNPJ: 13792329000184"
"RAQUEL MORENO TEIXEIRA OAIDA";"MEDICO GINECOLOGISTA E OBSTETRA";"CENTRO DE ESPECIALIDADES VILA HAUER - CNPJ: 13792329000184"
"ROBERTO PILATI";"MEDICO UROLOGISTA";"CENTRO DE ESPECIALIDADES VILA HAUER - CNPJ: 13792329000184"
"TEREZINHA REGINA VICENTE";"MEDICO CARDIOLOGISTA";"CENTRO DE ESPECIALIDADES VILA HAUER - CNPJ: 13792329000184"
"CARLOS CESAR CUSMANICH";"MEDICO CLINICO";"UMS ABAETE - CNPJ: 13792329000184"
"CLEONICE SCHONEBORN DE MORAES";"MEDICO PEDIATRA";"UMS ABAETE - CNPJ: 13792329000184"
"EVELYN SAMMY KISHIDA";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS ABAETE - CNPJ: 13792329000184"
"FABIANE SESTREM TORTOZA BIGNELLI";"MEDICO PEDIATRA";"UMS ABAETE - CNPJ: 13792329000184"
"GRACIANE PENA MOGOLLON";"MEDICO CLINICO";"UMS ABAETE - CNPJ: 13792329000184"
"GUILHERME ALUIZIO ATHAYDE FAVARO";"MEDICO CLINICO";"UMS ABAETE - CNPJ: 13792329000184"
"HELOISA NOGARA ORZA";"MEDICO CLINICO";"UMS ABAETE - CNPJ: 13792329000184"
"JOSIANE REGINA TEIXEIRA";"MEDICO CLINICO";"UMS ABAETE - CNPJ: 13792329000184"
"LIANA ANTONIETA GEHR ALONSO";"MEDICO PEDIATRA";"UMS ABAETE - CNPJ: 13792329000184"
"MARTA ABATEPAULO DE FARIA";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS ABAETE - CNPJ: 13792329000184"
"PATRICIA CARLA GANDIN PEREIRA";"MEDICO GENERALISTA";"UMS ABAETE - CNPJ: 13792329000184"
"TATIANA MENDONCA VINCENCI";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS ABAETE - CNPJ: 13792329000184"
"VALERIO WIERYSZKO";"MEDICO CLINICO";"UMS ABAETE - CNPJ: 13792329000184"
"ARMANDO CICARELLI JUNIOR";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS ABRANCHES - CNPJ: 13792329000184"
"CARLOS ALBERTO GOMES MARQUES";"MEDICO CLINICO";"UMS ABRANCHES - CNPJ: 13792329000184"
"CARLOS CESAR CUSMANICH";"MEDICO CLINICO";"UMS ABRANCHES - CNPJ: 13792329000184"
"FABIOLA LONGHI PEREIRA DA SILVA LOFFY";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS ABRANCHES - CNPJ: 13792329000184"
"HELOISA NOGARA ORZA";"MEDICO CLINICO";"UMS ABRANCHES - CNPJ: 13792329000184"
"JOSIANE REGINA TEIXEIRA";"MEDICO CLINICO";"UMS ABRANCHES - CNPJ: 13792329000184"
"JULIANA DAUDT VON DER HEYDE MORO";"MEDICO PEDIATRA";"UMS ABRANCHES - CNPJ: 13792329000184"
"JUSSARA OLIANI GRAUMANN";"MEDICO CLINICO";"UMS ABRANCHES - CNPJ: 13792329000184"
"LIANA ANTONIETA GEHR ALONSO";"MEDICO PEDIATRA";"UMS ABRANCHES - CNPJ: 13792329000184"
"MARTA ABATEPAULO DE FARIA";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS ABRANCHES - CNPJ: 13792329000184"
"TANIA SUAREZ PARRADO";"MEDICO CLINICO";"UMS ABRANCHES - CNPJ: 13792329000184"
"VALERIO WIERYSZKO";"MEDICO CLINICO";"UMS ABRANCHES - CNPJ: 13792329000184"
"ALEXANDRE EIJI MIYAKI";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS ALVORADA PSF - CNPJ: 13792329000184"
"ALEXEI VOLACO";"MEDICO CLINICO";"UMS ALVORADA PSF - CNPJ: 13792329000184"
"ANA MARIA PONTES DE SOUZA BATISTA";"MEDICO PEDIATRA";"UMS ALVORADA PSF - CNPJ: 13792329000184"
"CAROLINA IGNEZ MAIER GUEDES";"MEDICO CLINICO";"UMS ALVORADA PSF - CNPJ: 13792329000184"
"CAROLINA IGNEZ MAIER GUEDES";"MEDICO CLINICO";"UMS ALVORADA PSF - CNPJ: 13792329000184"
"CAROLINA IGNEZ MAIER GUEDES";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS ALVORADA PSF - CNPJ: 13792329000184"
"CLAUDIO ALVINO DA SILVA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS ALVORADA PSF - CNPJ: 13792329000184"
"DAIANE CRISTINA PAZIN";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS ALVORADA PSF - CNPJ: 13792329000184"
"ELIANE DE MELLO ANTUNES";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS ALVORADA PSF - CNPJ: 13792329000184"
"FABIO AKIRA UESU";"MEDICO PSIQUIATRA";"UMS ALVORADA PSF - CNPJ: 13792329000184"
"JOAO GUILHERME FIORANI BORGIO";"MEDICO PSIQUIATRA";"UMS ALVORADA PSF - CNPJ: 13792329000184"
"MURILO COSTA PINTO FILHO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS ALVORADA PSF - CNPJ: 13792329000184"
"NEILA CARDOSO FERREIRA DAMACENA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS ALVORADA PSF - CNPJ: 13792329000184"
"ADRIANA BLANCO";"MEDICO PEDIATRA";"UMS ATENAS - CNPJ: 13792329000184"
"BRAULIO AUGUSTO CORREA DE MELO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS ATENAS - CNPJ: 13792329000184"
"BRAULIO AUGUSTO CORREA DE MELO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS ATENAS - CNPJ: 13792329000184"
"CEZAR AUGUSTO SOARES LEINIG";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS ATENAS - CNPJ: 13792329000184"
"FATIMA DE JESUS MOULIN";"MEDICO CLINICO";"UMS ATENAS - CNPJ: 13792329000184"
"GLAUCIA GONCALVES DE SOUSA BETTEGA";"MEDICO PEDIATRA";"UMS ATENAS - CNPJ: 13792329000184"
"LEANDRO TAMANINI JUNIOR";"MEDICO GENERALISTA";"UMS ATENAS - CNPJ: 13792329000184"
"MARIA CRISTINA BENEDICO GONZALEZ";"MEDICO GENERALISTA";"UMS ATENAS - CNPJ: 13792329000184"
"MARINA CORTES DEL GROSSI";"MEDICO PEDIATRA";"UMS ATENAS - CNPJ: 13792329000184"
"PATRICIA FERNANDES RIBEIRO SALVALAGGIO";"MEDICO CLINICO";"UMS ATENAS - CNPJ: 13792329000184"
"PAULO AMIR CZACZKES";"MEDICO PEDIATRA";"UMS ATENAS - CNPJ: 13792329000184"
"THAIS BUSSYGUIN";"MEDICO PEDIATRA";"UMS ATENAS - CNPJ: 13792329000184"
"VANESSA CINI";"MEDICO CLINICO";"UMS ATENAS - CNPJ: 13792329000184"
"ANDRESSA KELI CORSATO CHIAMULERA";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS ATUBA - CNPJ: 13792329000184"
"ANTONIO ALTAIR ROCHA";"MEDICO PEDIATRA";"UMS ATUBA - CNPJ: 13792329000184"
"CARLOS CESAR CUSMANICH";"MEDICO CLINICO";"UMS ATUBA - CNPJ: 13792329000184"
"EDELI DOS SANTOS PEPE";"MEDICO CLINICO";"UMS ATUBA - CNPJ: 13792329000184"
"EVANDRO PINTO MENEZES";"MEDICO CLINICO";"UMS ATUBA - CNPJ: 13792329000184"
"HELOISA NOGARA ORZA";"MEDICO CLINICO";"UMS ATUBA - CNPJ: 13792329000184"
"JOSIANE REGINA TEIXEIRA";"MEDICO CLINICO";"UMS ATUBA - CNPJ: 13792329000184"
"LUCIANA DE SOUZA GRIGOLETTI";"MEDICO CLINICO";"UMS ATUBA - CNPJ: 13792329000184"
"MARIA DA GLORIA RODAK LOENERT";"MEDICO PEDIATRA";"UMS ATUBA - CNPJ: 13792329000184"
"MARTA ABATEPAULO DE FARIA";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS ATUBA - CNPJ: 13792329000184"
"PATRICIA JUNQUEIRA LEOTE PARRA";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS ATUBA - CNPJ: 13792329000184"
"ROSICLER HAMILKO JAMBERSI";"MEDICO PEDIATRA";"UMS ATUBA - CNPJ: 13792329000184"
"VALERIO WIERYSZKO";"MEDICO CLINICO";"UMS ATUBA - CNPJ: 13792329000184"
"ANDRESSA SEIXAS GULIN";"MEDICO CLINICO";"UMS AUGUSTA PSF - CNPJ: 13792329000184"
"ANGELA BEATRIZ PAPALEO WAGNER";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS AUGUSTA PSF - CNPJ: 13792329000184"
"BRAULIO AUGUSTO CORREA DE MELO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS AUGUSTA PSF - CNPJ: 13792329000184"
"BRAULIO AUGUSTO CORREA DE MELO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS AUGUSTA PSF - CNPJ: 13792329000184"
"CESAR ROBERTO KLOSTER TAVARES";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS AUGUSTA PSF - CNPJ: 13792329000184"
"EDISON PAULA BRUM";"MEDICO CLINICO";"UMS AUGUSTA PSF - CNPJ: 13792329000184"
"EVELI SEBBEN DISARO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS AUGUSTA PSF - CNPJ: 13792329000184"
"LUIZ HENRIQUE PICOLO FURLAN";"MEDICO CLINICO";"UMS AUGUSTA PSF - CNPJ: 13792329000184"
"MARIA CRISTINA BENEDICO GONZALEZ";"MEDICO CLINICO";"UMS AUGUSTA PSF - CNPJ: 13792329000184"
"MARINA CORTES DEL GROSSI";"MEDICO PEDIATRA";"UMS AUGUSTA PSF - CNPJ: 13792329000184"
"PATRICIA FERNANDES RIBEIRO SALVALAGGIO";"MEDICO CLINICO";"UMS AUGUSTA PSF - CNPJ: 13792329000184"
"RAQUEL TATIANE HEEP BERTOZZI";"MEDICO PSIQUIATRA";"UMS AUGUSTA PSF - CNPJ: 13792329000184"
"VANESSA CINI";"MEDICO CLINICO";"UMS AUGUSTA PSF - CNPJ: 13792329000184"
"ADRIANA CAMPOS DO NASCIMENTO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS AURORA - CNPJ: 13792329000184"
"AFSONE FOROUTAN RAPOSO";"MEDICO PEDIATRA";"UMS AURORA - CNPJ: 13792329000184"
"ANGELA LEITE MENDES";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS AURORA - CNPJ: 13792329000184"
"BASILIO COSTA NETO";"MEDICO CLINICO";"UMS AURORA - CNPJ: 13792329000184"
"DEBORA CHRISTINA DE ALCANTARA LOPES";"MEDICO CLINICO";"UMS AURORA - CNPJ: 13792329000184"
"DEBORA CHRISTINA DE ALCANTARA LOPES";"MEDICO CLINICO";"UMS AURORA - CNPJ: 13792329000184"
"FLAVIA MACHADO COSTA SOUSA RIBEIRO";"MEDICO PSIQUIATRA";"UMS AURORA - CNPJ: 13792329000184"
"JULIANA NAVARRO LIZANA";"MEDICO CLINICO";"UMS AURORA - CNPJ: 13792329000184"
"NATALIA CARDOZO DE AZEREDO RIBEIRO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS AURORA - CNPJ: 13792329000184"
"PAULO RICARDO VARGAS";"MEDICO PEDIATRA";"UMS AURORA - CNPJ: 13792329000184"
"RENATA MACHADO VOLPATO FERNANDES DA SILVA";"MEDICO CLINICO";"UMS AURORA - CNPJ: 13792329000184"
"SARAH HELOUISE PEREIRA DOS SANTOS";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS AURORA - CNPJ: 13792329000184"
"SCHEILLA MATOS FERREIRA";"MEDICO PSIQUIATRA";"UMS AURORA - CNPJ: 13792329000184"
"SONIA CRISTINA LUZ BARROS VENANCIO";"MEDICO PEDIATRA";"UMS AURORA - CNPJ: 13792329000184"
"ADALBERTO SPESSOTO NEVES";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS BACACHERI - CNPJ: 13792329000184"
"ADRIANA MICHELIN GALESI BUENO";"MEDICO PEDIATRA";"UMS BACACHERI - CNPJ: 13792329000184"
"CARLOS CESAR CUSMANICH";"MEDICO CLINICO";"UMS BACACHERI - CNPJ: 13792329000184"
"CLAUDIA HITOMI TOTSUGUI MARIANO";"MEDICO CLINICO";"UMS BACACHERI - CNPJ: 13792329000184"
"EVANDRO PINTO MENEZES";"MEDICO CLINICO";"UMS BACACHERI - CNPJ: 13792329000184"
"HEIDY LINGNER HENNING";"MEDICO PEDIATRA";"UMS BACACHERI - CNPJ: 13792329000184"
"HELOISA NOGARA ORZA";"MEDICO CLINICO";"UMS BACACHERI - CNPJ: 13792329000184"
"JANETE SUZUKI GUADAGNIN";"MEDICO CLINICO";"UMS BACACHERI - CNPJ: 13792329000184"
"JOSIANE REGINA TEIXEIRA";"MEDICO CLINICO";"UMS BACACHERI - CNPJ: 13792329000184"
"MARCELLA LOUREIRO PALMA";"MEDICO CLINICO";"UMS BACACHERI - CNPJ: 13792329000184"
"MARIA CECILIA BRECKENFELD VIANNA";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS BACACHERI - CNPJ: 13792329000184"
"MARIA SALETE ZUGLIANI HENRIQUES GOMES";"MEDICO CLINICO";"UMS BACACHERI - CNPJ: 13792329000184"
"MARTA ABATEPAULO DE FARIA";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS BACACHERI - CNPJ: 13792329000184"
"ROSICLER HAMILKO JAMBERSI";"MEDICO PEDIATRA";"UMS BACACHERI - CNPJ: 13792329000184"
"VALERIO WIERYSZKO";"MEDICO CLINICO";"UMS BACACHERI - CNPJ: 13792329000184"
"BARBARA KAWALL CONNOLLY BARREIROS";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"CAMILA POLO KRUGER D ALMEIDA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"CARLOS CESAR CUSMANICH";"MEDICO CLINICO";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"EBER VINICIO FIRMAN JUK";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"EBER VINICIO FIRMAN JUK";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"EDELI DOS SANTOS PEPE";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"HELOISA NOGARA ORZA";"MEDICO CLINICO";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"JOAO CARLOS SCHNEIDER";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"JOSE CARLOS SABBAG";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"JOSIANE REGINA TEIXEIRA";"MEDICO CLINICO";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"JULIANA DAUDT VON DER HEYDE MORO";"MEDICO PEDIATRA";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"KALIL FAUAZ";"MEDICO CLINICO";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"MARIA CASEMIRA FERNANDES DA SILVA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"MARTA ABATEPAULO DE FARIA";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"PATRICIA CARLA GANDIN PEREIRA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"ROSICLER HAMILKO JAMBERSI";"MEDICO PEDIATRA";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"ROSICLER HAMILKO JAMBERSI";"MEDICO PEDIATRA";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"RUBIA STELA DA COSTA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"TATIANA LORENA DA LUZ KAESTNER";"MEDICO CLINICO";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"VALERIO WIERYSZKO";"MEDICO CLINICO";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"WIVIANE ROSANA NALLIN NETO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"WIVIANE ROSANA NALLIN NETO";"MEDICO RESIDENTE";"UMS BAIRRO ALTO PSF - CNPJ: 13792329000184"
"ADRIANA BRIDI";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO NOVO PSF - CNPJ: 13792329000184"
"ALBANIR LAIER BORDIGNON";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS BAIRRO NOVO PSF - CNPJ: 13792329000184"
"ANDRE ALEXEY POLIDORO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO NOVO PSF - CNPJ: 13792329000184"
"ANDREA MONICA DVILEVICIUS";"MEDICO PSIQUIATRA";"UMS BAIRRO NOVO PSF - CNPJ: 13792329000184"
"ARIOSVALDO LUNARDON";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO NOVO PSF - CNPJ: 13792329000184"
"BRUNA VOLACO GONZALEZ DE CARVALHO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS BAIRRO NOVO PSF - CNPJ: 13792329000184"
"CELINA KAZUKO OKAMOTO ASSAHIDA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO NOVO PSF - CNPJ: 13792329000184"
"EDIMARA FAIT SEEGMULLER";"MEDICO PEDIATRA";"UMS BAIRRO NOVO PSF - CNPJ: 13792329000184"
"JORGE LUIS RIBEIRO MACHADO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO NOVO PSF - CNPJ: 13792329000184"
"LIGIA MARIA CORDEIRO MISURINI";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO NOVO PSF - CNPJ: 13792329000184"
"LUIZA CARVALHO DA SILVEIRA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO NOVO PSF - CNPJ: 13792329000184"
"MARCO ANTONIO MESQUITA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO NOVO PSF - CNPJ: 13792329000184"
"PAULO CESAR ZIMMERMANN FELCHNER";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS BAIRRO NOVO PSF - CNPJ: 13792329000184"
"RAFAEL DISOTUAR SABOURIN";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BAIRRO NOVO PSF - CNPJ: 13792329000184"
"ANA MARIA FERREIRA DINIZ";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BARIGUI PSF - CNPJ: 13792329000184"
"BRAULIO AUGUSTO CORREA DE MELO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS BARIGUI PSF - CNPJ: 13792329000184"
"CAMILA AMENT GIULIANI DOS SANTOS FRANCO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BARIGUI PSF - CNPJ: 13792329000184"
"CAROLINE VILLA MARTIGNONI REBICKI";"MEDICO GENERALISTA";"UMS BARIGUI PSF - CNPJ: 13792329000184"
"DANILO SERGIO MENEZES DE AGUIAR";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BARIGUI PSF - CNPJ: 13792329000184"
"MARIA CASEMIRA FERNANDES DA SILVA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BARIGUI PSF - CNPJ: 13792329000184"
"MARINA CORTES DEL GROSSI";"MEDICO PEDIATRA";"UMS BARIGUI PSF - CNPJ: 13792329000184"
"PATRICIA CARLA ZANELATTO GONCALVES";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BARIGUI PSF - CNPJ: 13792329000184"
"RAQUEL TATIANE HEEP BERTOZZI";"MEDICO PSIQUIATRA";"UMS BARIGUI PSF - CNPJ: 13792329000184"
"SUELI PEREIRA LITEKA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BARIGUI PSF - CNPJ: 13792329000184"
"VITOR MOLINA MANSANO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BARIGUI PSF - CNPJ: 13792329000184"
"CARLOS CESAR CUSMANICH";"MEDICO CLINICO";"UMS BARREIRINHA - CNPJ: 13792329000184"
"CINTIA LEANDRA ALVES TRENTO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS BARREIRINHA - CNPJ: 13792329000184"
"CINTIA LEANDRA ALVES TRENTO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS BARREIRINHA - CNPJ: 13792329000184"
"HELOISA NOGARA ORZA";"MEDICO CLINICO";"UMS BARREIRINHA - CNPJ: 13792329000184"
"JOSIANE REGINA TEIXEIRA";"MEDICO CLINICO";"UMS BARREIRINHA - CNPJ: 13792329000184"
"LIANA ANTONIETA GEHR ALONSO";"MEDICO PEDIATRA";"UMS BARREIRINHA - CNPJ: 13792329000184"
"MANUELA RODRIGUES COIMBRA";"MEDICO PEDIATRA";"UMS BARREIRINHA - CNPJ: 13792329000184"
"MANUELA RODRIGUES COIMBRA";"MEDICO PEDIATRA";"UMS BARREIRINHA - CNPJ: 13792329000184"
"MARCIA DA CONCEICAO VINHAS";"MEDICO CLINICO";"UMS BARREIRINHA - CNPJ: 13792329000184"
"MARTA ABATEPAULO DE FARIA";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS BARREIRINHA - CNPJ: 13792329000184"
"MELINA SAYURI TAKATA";"MEDICO PEDIATRA";"UMS BARREIRINHA - CNPJ: 13792329000184"
"ROSELY MARTINS FRANCO DE GODOY";"MEDICO CLINICO";"UMS BARREIRINHA - CNPJ: 13792329000184"
"TANIA SUAREZ PARRADO";"MEDICO CLINICO";"UMS BARREIRINHA - CNPJ: 13792329000184"
"TANIA SUAREZ PARRADO";"MEDICO CLINICO";"UMS BARREIRINHA - CNPJ: 13792329000184"
"VALERIO WIERYSZKO";"MEDICO CLINICO";"UMS BARREIRINHA - CNPJ: 13792329000184"
"AFONSO CLEMER TOSIN LOPES";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BOM PASTOR PSF - CNPJ: 13792329000184"
"ALVARO MOYSES FONTES HADDAD";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BOM PASTOR PSF - CNPJ: 13792329000184"
"CELIA REGINA TARGA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BOM PASTOR PSF - CNPJ: 13792329000184"
"CESAR ROGERIO RIBAS ROSSI";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS BOM PASTOR PSF - CNPJ: 13792329000184"
"CESAR ROGERIO RIBAS ROSSI";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS BOM PASTOR PSF - CNPJ: 13792329000184"
"CINTIA MARA ZARDO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BOM PASTOR PSF - CNPJ: 13792329000184"
"CLAUDIA WEINGAERTNER PALM";"MEDICO CLINICO";"UMS BOM PASTOR PSF - CNPJ: 13792329000184"
"CLAUDIO PINTO KUENZER";"MEDICO PEDIATRA";"UMS BOM PASTOR PSF - CNPJ: 13792329000184"
"CLAUDIO PINTO KUENZER";"MEDICO PEDIATRA";"UMS BOM PASTOR PSF - CNPJ: 13792329000184"
"EROS EDUARDO FIRMAN JUK";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS BOM PASTOR PSF - CNPJ: 13792329000184"
"JOAO GUILHERME FIORANI BORGIO";"MEDICO PSIQUIATRA";"UMS BOM PASTOR PSF - CNPJ: 13792329000184"
"LARISSA TONON MIGUEL";"MEDICO PSIQUIATRA";"UMS BOM PASTOR PSF - CNPJ: 13792329000184"
